packet_id,instance_id,system_id,faithfulness_mean,priority_rank,annotation_origin,source_template_id,candidate_reason,candidate_eligible,selected,selection_reason,repair_attempted,outcome,if_not_selected_why,packet_json_sha256,scaffold_lean_sha256,diagnostics_json_sha256,packet_json_path,diagnostics_path
hp_graph_bfs_shortest_path_007__naive_concat_v1,graph_bfs_shortest_path_007,naive_concat_v1,0.700000,56,direct_adjudicated,graph_bfs_shortest_path_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:61e728ee9380b5e4f4c026df3b1cab0b42ed1825e7bf22bcd855f095a3e1c9fd,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_bfs_shortest_path_007__text_only_v1,graph_bfs_shortest_path_007,text_only_v1,0.666700,48,direct_adjudicated,graph_bfs_shortest_path_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:af1722510537d6a71384b01b31df89c008df05684310ca6de6e26f36599cd7f0,sha256:84037b1f3f72eb70447d31a746993721eab202f8ffb20e2930f4c384f5157e4b,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_bfs_shortest_path_002/lean_diagnostics.json
hp_graph_dijkstra_004__code_only_v1,graph_dijkstra_004,code_only_v1,0.916700,131,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:940100cfc6b731a3d4cc2879c7cebfff8c2634964007b1017e07ae24d761b9ff,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:bc22ac47753faf86605a516de463fb2172e6b6e1d95014a82116bb819c952801,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_004__full_method_v1,graph_dijkstra_004,full_method_v1,0.928600,135,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:d58c92c96020487c69d4948e8669763b3c1f7dd876a51c5a3463c43b42261618,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:6fc28e1af7b81a0dce53317326c6b6cf92366429c98e9115d9149697d7049560,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_004__naive_concat_v1,graph_dijkstra_004,naive_concat_v1,0.928600,136,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:33aa40f1b182f92880fe57d4752e98c129f3946b9d30db907d5f44c472493593,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:9664fff8614854859bfbb195c48d822545348de064b2ece85ecf93488b78af87,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_004__text_only_v1,graph_dijkstra_004,text_only_v1,0.928600,137,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:1330ff4c653ccc472c96a642616aa6a80402aa3ea2c28940e157d5ab2335507a,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:5467a611246c993076f89ad1a7091076c76c1f08fec51c672c1e43af9aa44c8e,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_005__code_only_v1,graph_dijkstra_005,code_only_v1,0.916700,132,direct_adjudicated,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:7e1f89644fe98f9cc57e55dfa5498353cadf33d89166e82e51095796e5b33907,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:4e2a90364a1fff9d1a57fc256d8e80526986940445600e0c05d658920670fd9f,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_005__full_method_v1,graph_dijkstra_005,full_method_v1,0.928600,138,direct_adjudicated,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:caddc55f3db24c778830c6f3510b557c087413a22d2232fe43066b1fc4dd5db3,sha256:675cdb2752919793d55b9b727422302ae254044ffa78438d7d8a7798374d3c36,sha256:3595c7478f882fd1d5c1af5f98b57ed12747beb89f1c409e70ebc267c5f407b1,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_005__naive_concat_v1,graph_dijkstra_005,naive_concat_v1,0.928600,139,direct_adjudicated,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:9796a45ee194c4f2d968dfe08d5c3881be69d5ce1b53d3a011c6224d5eca4134,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:c0d26962b2a151d70fec063374905b3eb324159c9bdbfc2aaa098991d772bc7c,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_005__text_only_v1,graph_dijkstra_005,text_only_v1,0.928600,140,direct_adjudicated,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:92dbafb026bf2bc48e2dd6bbfaf1f4c12159d7752c412d039255fa56cc7b0f7a,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:2a7f90768b713e7097515bda26e79d45301fb88a0bfdb34e17cc4ba35c31acc5,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_006__code_only_v1,graph_dijkstra_006,code_only_v1,0.916700,133,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:940100cfc6b731a3d4cc2879c7cebfff8c2634964007b1017e07ae24d761b9ff,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:bc22ac47753faf86605a516de463fb2172e6b6e1d95014a82116bb819c952801,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_006__full_method_v1,graph_dijkstra_006,full_method_v1,0.928600,141,mapped_from_canonical,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:d58c92c96020487c69d4948e8669763b3c1f7dd876a51c5a3463c43b42261618,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:6fc28e1af7b81a0dce53317326c6b6cf92366429c98e9115d9149697d7049560,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_006__naive_concat_v1,graph_dijkstra_006,naive_concat_v1,0.928600,142,mapped_from_canonical,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:33aa40f1b182f92880fe57d4752e98c129f3946b9d30db907d5f44c472493593,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:9664fff8614854859bfbb195c48d822545348de064b2ece85ecf93488b78af87,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_006__text_only_v1,graph_dijkstra_006,text_only_v1,0.928600,143,direct_adjudicated,graph_dijkstra_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:1330ff4c653ccc472c96a642616aa6a80402aa3ea2c28940e157d5ab2335507a,sha256:639e010e5f3fb4a11d27f66fef99360e28e593f221a941c9537efc041195d103,sha256:5467a611246c993076f89ad1a7091076c76c1f08fec51c672c1e43af9aa44c8e,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_001/lean_diagnostics.json
hp_graph_dijkstra_007__code_only_v1,graph_dijkstra_007,code_only_v1,0.916700,134,direct_adjudicated,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:7e1f89644fe98f9cc57e55dfa5498353cadf33d89166e82e51095796e5b33907,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:4e2a90364a1fff9d1a57fc256d8e80526986940445600e0c05d658920670fd9f,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_007__full_method_v1,graph_dijkstra_007,full_method_v1,0.928600,144,mapped_from_canonical,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:caddc55f3db24c778830c6f3510b557c087413a22d2232fe43066b1fc4dd5db3,sha256:675cdb2752919793d55b9b727422302ae254044ffa78438d7d8a7798374d3c36,sha256:3595c7478f882fd1d5c1af5f98b57ed12747beb89f1c409e70ebc267c5f407b1,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_007__naive_concat_v1,graph_dijkstra_007,naive_concat_v1,0.928600,145,mapped_from_canonical,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:9796a45ee194c4f2d968dfe08d5c3881be69d5ce1b53d3a011c6224d5eca4134,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:c0d26962b2a151d70fec063374905b3eb324159c9bdbfc2aaa098991d772bc7c,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/graph_dijkstra_002/lean_diagnostics.json
hp_graph_dijkstra_007__text_only_v1,graph_dijkstra_007,text_only_v1,0.928600,146,mapped_from_canonical,graph_dijkstra_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:92dbafb026bf2bc48e2dd6bbfaf1f4c12159d7752c412d039255fa56cc7b0f7a,sha256:670b579ed7be854248c1f00e0c072b0ca341e23102497bc439ae1c63a3970a48,sha256:2a7f90768b713e7097515bda26e79d45301fb88a0bfdb34e17cc4ba35c31acc5,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/graph_dijkstra_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_004__code_only_v1,greedy_coin_change_canonical_004,code_only_v1,0.750000,61,direct_adjudicated,greedy_coin_change_canonical_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c4f2ad25c19ca85453e84b5a187994438b3ebbb64cd756f881b18362171e914c,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_004__full_method_v1,greedy_coin_change_canonical_004,full_method_v1,0.800000,77,mapped_from_canonical,greedy_coin_change_canonical_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:8e5029513646765e6e53ea3fbe6c6cc07872a0a5678811d9399f82551220b1c8,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_004__naive_concat_v1,greedy_coin_change_canonical_004,naive_concat_v1,0.500000,7,direct_adjudicated,greedy_coin_change_canonical_001,low_semantic_faithfulness;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,repaired_scaffold_alignment,,sha256:3caa08750c4886c237d0cc4281b6c12ab6eba5b54a628629da297a30a1ce4c03,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_004__text_only_v1,greedy_coin_change_canonical_004,text_only_v1,0.500000,8,direct_adjudicated,greedy_coin_change_canonical_001,low_semantic_faithfulness;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,repaired_scaffold_alignment,,sha256:6f2acf5451c6f2103a0b40d1d430812026ea36169259483e4cbf9ee7e2aa194c,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_005__code_only_v1,greedy_coin_change_canonical_005,code_only_v1,0.750000,62,direct_adjudicated,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:849fdebed6be6a84cb82b587c326747dda6b7d257265fd67008dafd6333d13c4,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_005__full_method_v1,greedy_coin_change_canonical_005,full_method_v1,0.750000,63,direct_adjudicated,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:58470c4793e5ef75eb19c8cf129fa5c39c5ee9d5c2604bdc3053a13babca0099,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:4245ddca53cde5216ba74c49f15b7876de4ff15b437b370f1c7ebcd4209afe7f,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_005__naive_concat_v1,greedy_coin_change_canonical_005,naive_concat_v1,0.583300,33,direct_adjudicated,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:31d8a31b5aacbd6df544b2acbeed6689799ec78a8e61b4325a5a11a80c667408,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_005__text_only_v1,greedy_coin_change_canonical_005,text_only_v1,0.571400,31,direct_adjudicated,greedy_coin_change_canonical_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:6c092e8ec321d6fc262700666d3131292e6e70b845c69c012a797397cbfd7d00,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_006__code_only_v1,greedy_coin_change_canonical_006,code_only_v1,0.750000,64,mapped_from_canonical,greedy_coin_change_canonical_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:c4f2ad25c19ca85453e84b5a187994438b3ebbb64cd756f881b18362171e914c,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_006__full_method_v1,greedy_coin_change_canonical_006,full_method_v1,0.800000,78,mapped_from_canonical,greedy_coin_change_canonical_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:8e5029513646765e6e53ea3fbe6c6cc07872a0a5678811d9399f82551220b1c8,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_006__naive_concat_v1,greedy_coin_change_canonical_006,naive_concat_v1,0.500000,9,direct_adjudicated,greedy_coin_change_canonical_001,low_semantic_faithfulness;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,repaired_scaffold_alignment,,sha256:3caa08750c4886c237d0cc4281b6c12ab6eba5b54a628629da297a30a1ce4c03,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_006__text_only_v1,greedy_coin_change_canonical_006,text_only_v1,0.500000,10,direct_adjudicated,greedy_coin_change_canonical_001,low_semantic_faithfulness;missing_critical_semantic_unit,true,true,priority_queue_by_lowest_adjudicated_faithfulness_within_eval_grid,true,repaired_scaffold_alignment,,sha256:6f2acf5451c6f2103a0b40d1d430812026ea36169259483e4cbf9ee7e2aa194c,sha256:125129702db5b0a50bccea13df4ba045ec7ac9523a7819eb1af6ba22a07d38a6,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_001/lean_diagnostics.json
hp_greedy_coin_change_canonical_007__code_only_v1,greedy_coin_change_canonical_007,code_only_v1,0.750000,65,mapped_from_canonical,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:849fdebed6be6a84cb82b587c326747dda6b7d257265fd67008dafd6333d13c4,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_007__full_method_v1,greedy_coin_change_canonical_007,full_method_v1,0.750000,66,mapped_from_canonical,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:58470c4793e5ef75eb19c8cf129fa5c39c5ee9d5c2604bdc3053a13babca0099,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:4245ddca53cde5216ba74c49f15b7876de4ff15b437b370f1c7ebcd4209afe7f,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_007__naive_concat_v1,greedy_coin_change_canonical_007,naive_concat_v1,0.583300,34,direct_adjudicated,greedy_coin_change_canonical_002,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:31d8a31b5aacbd6df544b2acbeed6689799ec78a8e61b4325a5a11a80c667408,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_coin_change_canonical_007__text_only_v1,greedy_coin_change_canonical_007,text_only_v1,0.571400,32,direct_adjudicated,greedy_coin_change_canonical_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:6c092e8ec321d6fc262700666d3131292e6e70b845c69c012a797397cbfd7d00,sha256:5464e47c2c19ee9679b90b3dc22e9cba76d217bfa390951cb3d67e719cad9951,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_coin_change_canonical_002/lean_diagnostics.json
hp_greedy_interval_scheduling_004__code_only_v1,greedy_interval_scheduling_004,code_only_v1,0.750000,67,direct_adjudicated,greedy_interval_scheduling_001,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:7c353c475c5b23ebc5972478d4c82f2850f93c7c9d20b552cfa4a68728724a2b,sha256:4bb6c5116afacb6855c555f35d07b091b000f218c0db3b5800bb7ff9fbc1036d,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_interval_scheduling_001/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_interval_scheduling_001/lean_diagnostics.json
hp_greedy_interval_scheduling_004__full_method_v1,greedy_interval_scheduling_004,full_method_v1,0.800000,79,mapped_from_canonical,greedy_interval_scheduling_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:2750270be416e03039d61f82a4ac9cc9545782d533da50ce43c8e3d06009a0bd,sha256:e1d3e6ab7276000d9184192414d7950d9b5686535fb63962c8776454971a057d,sha256:8694b847e1f9ba7c0f2a124c546fc9f37601e9b24f9591ecd0521d657210ea0e,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_interval_scheduling_001/packet.json,benchmark/v0.3/annotation/review_packets/full_method_v1/greedy_interval_scheduling_001/lean_diagnostics.json
hp_greedy_interval_scheduling_004__naive_concat_v1,greedy_interval_scheduling_004,naive_concat_v1,0.875000,119,mapped_from_canonical,greedy_interval_scheduling_001,routine_eval_obligation_hygiene,true,false,,false,not_selected,no_repair_triggered,sha256:daeb36549a7cc3ef1651443ed70f33660ec6c06c22c09586722ee1dda0659c30,sha256:4bb6c5116afacb6855c555f35d07b091b000f218c0db3b5800bb7ff9fbc1036d,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_interval_scheduling_001/packet.json,benchmark/v0.3/annotation/review_packets/naive_concat_v1/greedy_interval_scheduling_001/lean_diagnostics.json
hp_greedy_interval_scheduling_004__text_only_v1,greedy_interval_scheduling_004,text_only_v1,0.545500,15,direct_adjudicated,greedy_interval_scheduling_001,low_semantic_faithfulness;missing_critical_semantic_unit,true,false,,false,not_selected,higher_priority_hotspot_absorbed_repair_budget,sha256:9bc5cde18506a01e0b9f2d59cc658e0c34f4872397eeaf84ed49b0b13c415b15,sha256:4bb6c5116afacb6855c555f35d07b091b000f218c0db3b5800bb7ff9fbc1036d,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_interval_scheduling_001/packet.json,benchmark/v0.3/annotation/review_packets/text_only_v1/greedy_interval_scheduling_001/lean_diagnostics.json
hp_greedy_interval_scheduling_005__code_only_v1,greedy_interval_scheduling_005,code_only_v1,0.750000,68,direct_adjudicated,greedy_interval_scheduling_002,missing_critical_semantic_unit,true,false,,false,not_selected,no_repair_triggered,sha256:ed53fbc8a34e6b03f98f1e26ec4f1f43b04201cc617d13c46b2d8ab4b0a61d0c,sha256:99ddeb7acfdc360fe74a5a5d72f8409b765991ab7d08a7b74e8e0484b2b18efa,sha256:9c9729d235cfd4897778afaf5651db6b7e91ca68f8c5d052d66de5e09734d668,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_interval_scheduling_002/packet.json,benchmark/v0.3/annotation/review_packets/code_only_v1/greedy_interval_scheduling_002/lean_diagnostics.json
