anonymized_packet_key,instance_id,system_id,family,semantic_faithfulness_label,semantic_faithfulness_code,code_consistency_label,code_consistency_code,proof_utility_label,proof_utility_code,vacuity_label,coverage_label,covered_units,partial_units,missing_units,contradiction_signal,notes
hs_250,trees_bst_insert_006,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_251,trees_bst_insert_007,naive_concat_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_252,trees_bst_insert_007,text_only_v1,trees_bst_insert,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1,SU2|SU3,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_253,trees_lowest_common_ancestor_001,code_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU1|SU2|SU3,SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_254,trees_lowest_common_ancestor_001,full_method_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_255,trees_lowest_common_ancestor_001,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_256,trees_lowest_common_ancestor_001,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_257,trees_lowest_common_ancestor_002,code_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU1|SU2|SU3,SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_258,trees_lowest_common_ancestor_002,full_method_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_259,trees_lowest_common_ancestor_002,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_260,trees_lowest_common_ancestor_002,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_261,trees_lowest_common_ancestor_003,code_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU1|SU2|SU3,SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_262,trees_lowest_common_ancestor_003,full_method_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_263,trees_lowest_common_ancestor_003,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_264,trees_lowest_common_ancestor_003,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_265,trees_lowest_common_ancestor_004,code_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,SU1|SU2|SU3,SU4,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_266,trees_lowest_common_ancestor_004,full_method_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,useful,2,non_vacuous,full,SU1|SU2|SU3|SU4,,,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_267,trees_lowest_common_ancestor_004,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3|SU4,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_268,trees_lowest_common_ancestor_004,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_269,trees_lowest_common_ancestor_005,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3|SU4,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_270,trees_lowest_common_ancestor_005,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_271,trees_lowest_common_ancestor_006,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3|SU4,SU1|SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_272,trees_lowest_common_ancestor_006,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU3,SU1|SU2|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_273,trees_lowest_common_ancestor_007,naive_concat_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,partial,,SU1|SU3|SU4,SU2,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
hs_274,trees_lowest_common_ancestor_007,text_only_v1,trees_lowest_common_ancestor,mostly_faithful,2,consistent,3,weak,1,non_vacuous,failed,,,SU1|SU2|SU3|SU4,0,strict v3 primary adjudication rebuilt from strict queue + packet evidence
